SYPTCODE,SYPTSERL,SYPTSMTP,SYPTPRTM,SYPTCHCO,SYPTGNDT
C0002448,1,Neoplastic Process,Ameloblastoma,Odontoameloblastoma,20070305
C0002448,2,Neoplastic Process,Ameloblastoma,for ameloblastoma op.,20070305
C0002453,0,Sign or Symptom                 ,Amenorrhea            ,Amenorrhea            ,20040507
C0002453,1,Disease or Syndrome,Amenorrhea,amenorrhea intermittent,20070305
C0002453,2,Disease or Syndrome,Amenorrhea,AM - amenorrhea,20070305
C0002453,3,Disease or Syndrome,Amenorrhea,Amenorrhea NOS (finding),20070305
C0002475,0,Organic Chemical,Mitomycin,Mitomycin (product),20070305
C0002514,0,Disease or Syndrome,"Amino Acid Metabolism, Inborn Errors",Inborn Errors of Amino Acid Metabolism,20070305
C0002575,0,Organic Chemical,Aminophylline,Aminophylline (product),20070305
C0002622,0,Mental or Behavioral Dysfunction,Amnesia               ,Amnesia               ,20040507
C0002622,1,Mental or Behavioral Dysfunction,Amnesia,건망증,20070305
C0002622,2,Mental or Behavioral Dysfunction,Amnesia,Dysmnesia,20070305
C0002622,3,Mental or Behavioral Dysfunction,Amnesia,Loss of memory,20070305
C0002622,4,Mental or Behavioral Dysfunction,Amnesia,Amnesia (finding),20070305
C0002625,0,Mental or Behavioral Dysfunction,Amnestic disorder,"Amnestic Disorder, Not Elsewhere Classified",20070305
C0002627,0,Diagnostic Procedure,Amniocentesis,양수천자,20070305
C0002627,1,Diagnostic Procedure,Amniocentesis,Diagnostic amniocentesis (procedure),20070305
C0002631,0,Disease or Syndrome,Infection of amniotic cavity,Amnionitis,20070305
C0002636,0,Disease or Syndrome,Amniotic Band Syndrome,Streeter Syndrome,20070305
C0002636,1,Disease or Syndrome,Amniotic Band Syndrome,Congenital Constriction Band Syndrome,20070305
C0002688,0,Therapeutic or Preventive Procedure,Amputation,자름,20070305
C0002689,0,Therapeutic or Preventive Procedure,Amputation of limb,Limb Salvage Operation,20070305
C0002689,1,Therapeutic or Preventive Procedure,Amputation of limb,Amputation of limb (procedure),20070305
C0002690,0,Acquired Abnormality,Amputation Stumps,stump,20070305
C0002691,0,Therapeutic or Preventive Procedure,Amputation above-knee,"Amputation, Above Knee",20070305
C0002691,1,Therapeutic or Preventive Procedure,Amputation above-knee,"Amputation State, Above Knee",20070305
C0002692,0,Therapeutic or Preventive Procedure,Amputation of leg through tibia and fibula,"Amputation, Below Knee",20070305
C0002692,1,Therapeutic or Preventive Procedure,Amputation of leg through tibia and fibula,Amputation of leg through tibia and fibula (procedure),20070305
C0002692,2,Therapeutic or Preventive Procedure,Amputation of leg through tibia and fibula,"Amputation State, Below Knee",20070305
C0002694,0,Injury or Poisoning,"Amputation, Traumatic",Traumatic Amputation,20070305
C0002712,0,"Amino Acid, Peptide, or Protein",Amylases,amylase,20070305
C0002735,0,Congenital Abnormality,Oppenheim's Disease,Amyotonia congenita (disorder),20070305
C0002736,0,Disease or Syndrome,Amyotrophic Lateral Sclerosis,루게릭병,20050610
C0002736,1,Disease or Syndrome,Amyotrophic Lateral Sclerosis,루게릭병,20070305
C0002736,2,Disease or Syndrome,Amyotrophic Lateral Sclerosis,ALS - Amyotrophic Lateral Sclerosis,20070305
C0002760,0,"Body Part, Organ, or Organ Component",Structure of sphincter ani muscle,anal sphincter,20070305
C0002766,0,Therapeutic or Preventive Procedure,Pain management,controlling pain,20070305
C0002768,0,Congenital Abnormality,Congenital Insensitivity To Pain,Congenital Indifference To Pain,20070305
C0002768,1,Congenital Abnormality,Congenital Insensitivity To Pain,Congenital Pain Insensitivity,20070305
C0002778,0,Laboratory Procedure,Analysis of substances,analysis,20070305
C0002792,0,Pathologic Function,Anaphylaxis,"Shock, Anaphylactic",20070305
C0002792,1,Pathologic Function,Anaphylaxis,anaphylactic shock,20070305
C0002842,0,Pharmacologic Substance,Androgen Antagonists,Antiandrogen (substance),20070305
C0002871,0,Disease or Syndrome,Anemia,빈혈 증상이 있다,20070305
C0002871,1,Disease or Syndrome,Anemia,빈혈 진단받음,20070305
C0002871,2,Disease or Syndrome,Anemia,anemia evaluation,20070305
C0002871,3,Disease or Syndrome,Anemia,evaluation for anemia,20070305
C0002871,4,Disease or Syndrome,Anemia,for evaluation of anemia,20070305
C0002871,5,Disease or Syndrome,Anemia,refered d/t anemia,20070305
C0002871,6,Disease or Syndrome,Anemia,Unspecified Anemia,20070305
C0002873,0,Disease or Syndrome,Anemia of chronic disease,Anemia of Chronic Disorder,20070305
C0002874,0,Disease or Syndrome,Aplastic Anemia,재생불량성 빈혈,20070305
C0002874,1,Disease or Syndrome,Aplastic Anemia,무형성빈혈,20070305
C0002874,2,Disease or Syndrome,Aplastic Anemia,evaluation of aplastic anemia,20070305
C0002874,3,Disease or Syndrome,Aplastic Anemia,for Tx. aplastic anemia,20070305
C0002878,0,Disease or Syndrome,"Anemia, Hemolytic",Hemolytic anemia,20100318
C0002879,0,Disease or Syndrome,"Anemia, Hemolytic, Acquired",Acquired Hemolytic Anemia,20070305
C0002880,0,Disease or Syndrome,Autoimmune hemolytic anemia,Immune Hemolytic Anemia,20070305
C0002881,0,Disease or Syndrome,"Anemia, Hemolytic, Congenital",Hereditary Hemolytic Anemia,20070305
C0002881,1,Disease or Syndrome,"Anemia, Hemolytic, Congenital",Other Congenital Hemolytic Anemia,20070305
C0002881,2,Disease or Syndrome,"Anemia, Hemolytic, Congenital",Congenital Hemolytic Anemia,20070305
C0002882,0,Disease or Syndrome,Congenital Nonspherocytic Hemolytic Anemia,Type II Congenital Nonspherocytic Hemolytic Anemia,20070305
C0002882,1,Disease or Syndrome,Congenital Nonspherocytic Hemolytic Anemia,Type I Congenital Nonspherocytic Hemolytic Anemia,20070305
C0002888,0,Disease or syndrome,"Anemia, Megaloblastic",Megalolastic,20070305
C0002888,1,Disease or Syndrome,"Anemia, Megaloblastic",for evaluation of megaloblastic anemia,20070305
C0002888,2,Disease or Syndrome,"Anemia, Megaloblastic",Megaloblastic Anemia,20070305
C0002888,3,Disease or Syndrome,"Anemia, Megaloblastic",megaloblastic,20070305
C0002890,0,Disease or Syndrome,"Anemia, Myelophthisic",Myelophthisic Anemia,20070305
C0002892,0,Disease or Syndrome,"Anemia, Pernicious",Pernicious Anemia,20070305
C0002893,0,Disease or Syndrome,Refractory anemias,Refractory Anemia,20070305
C0002893,1,Disease or Syndrome,Refractory anemias,RA - Refractory anemia,20070305
C0002894,0,Disease or Syndrome,Refractory anaemia with excess blasts,Refractory Anemia With Excess of Blasts,20070305
C0002896,0,Disease or Syndrome,"Anemia, Sideroblastic",Sideroblastic Anemia,20070305
C0002902,0,Congenital Abnormality,Anencephaly,absence; brain,20070305
C0002902,1,Congenital Abnormality,Anencephaly,무뇌체,20070305
C0002903,0,Therapeutic or Preventive Procedure,Anesthesia procedures,anesthesia,20070305
C0002903,1,Therapeutic or Preventive Procedure,Anesthesia procedures,Anesthesia procedure (procedure),20070305
C0002903,2,Therapeutic or Preventive Procedure,Anesthesia procedures,Ane - anesthesia,20070305
C0002905,0,Therapeutic or Preventive Procedure,Anesthesia and Analgesia,Analgesia & anesthesia,20070305
C0002913,0,Therapeutic or Preventive Procedure,"Anesthesia, Epidural","Block, Epidural",20070305
C0002913,1,Therapeutic or Preventive Procedure,Epidural anesthesia,E/A-epidural anesthesia,20070305
C0002913,2,Therapeutic or Preventive Procedure,Epidural anesthesia,epidural block,20070305
C0002915,0,Therapeutic or Preventive Procedure,General Anesthesia,G/A - General anesthesia,20070305
C0002915,1,Therapeutic or Preventive Procedure,General Anesthesia,General anesthesia (procedure),20070305
C0002915,2,Therapeutic or Preventive Procedure,General Anesthesia,under general anesthesia,20070305
C0002915,3,Therapeutic or Preventive Procedure,General Anesthesia,전신마취하에,20070305
C0002919,0,Therapeutic or Preventive Procedure,"Anesthesia, Intratracheal",endotracheal anesthesia,20070305
C0002921,0,Therapeutic or Preventive Procedure,Local anesthesia,부분마취,20070305
C0002921,1,Therapeutic or Preventive Procedure,Local anesthesia,부분마취하에,20070305
C0002921,2,Therapeutic or Preventive Procedure,Local anesthesia,L/A - Local Anesthesia,20070305
C0002921,3,Therapeutic or preventive procedure,Local anesthesia,국소마취하에,20070305
C0002928,0,Therapeutic or Preventive Procedure,Spinal Anesthesia,Spinal anesthesia (procedure),20070305
C0002928,1,Therapeutic or Preventive Procedure,Spinal Anesthesia,Local anesthetic intrathecal block (procedure),20070305
C0002928,2,Therapeutic or Preventive Procedure,Spinal Anesthesia,S/A-spinal anesthesia,20070305
C0002930,0,Biomedical Occupation or Discipline,Anesthesiology,AN - anesthesiology,20070305
C0002932,0,Pharmacologic Substance,Anesthetics,anesthetic,20070305
C0002934,0,Pharmacologic Substance,Local anesthetics,Local anesthetic (product),20070305
C0002940,0,Anatomical Abnormality,Aneurysm,꽈리,20070305
C0002945,0,Anatomical Abnormality,Aneurysm of other specified arteries,Splanchnic Artery Aneurysm,20070305
C0002945,1,Anatomical Abnormality,Aneurysm of other specified arteries,"Aneurysm, Other Specified Artery",20070305
C0002949,0,Acquired Abnormality,"Aneurysm, Dissecting",박리동맥류,20070305
C0002949,1,Acquired Abnormality,"Aneurysm, Dissecting",Dissecting aneurysm of artery (disorder),20070305
C0002949,2,Disease or Syndrome,"Aneurysm, Dissecting",artery dissection,20070305
C0002949,3,Acquired Abnormality,"Aneurysm, Dissecting",Celiac artery dissection,20070305
C0002957,0,Mental Process,Anger,울분이 치미는 느낌,20070305
C0002957,1,Mental Process,Anger,Angry,20070305
C0002957,2,Mental Process,Anger,Feeling angry (finding),20070305
C0002957,3,Mental Process,Anger,분하고 억울하다,20070305
C0002959,0,Disease or syndrome,Angiectasis,혈관확장,20070305
C0002962,0,Sign or Symptom,Angina Pectoris,협심증,20050610
C0002962,1,Sign or Symptom,Angina Pectoris,Ischemic chest pain (finding),20070305
C0002962,2,Sign or Symptom,Angina Pectoris,"Pain, Angina",20070305
C0002962,3,Sign or Symptom,Angina Pectoris,angina pectoris evaluation,20070305
C0002962,4,Sign or Symptom,Angina Pectoris,pectoris,20070305
C0002962,5,Sign or Symptom,Angina Pectoris,Angina (disorder),20070305
C0002963,0,Disease or Syndrome,"Angina Pectoris, Variant",Variant Angina,20070305
C0002963,1,Disease or Syndrome,"Angina Pectoris, Variant",Variant Angina Without Fixed Lesion,20070305
C0002963,2,Disease or Syndrome,"Angina Pectoris, Variant",Variant Angina With Fixed Lesion,20070305
C0002971,0,Diagnostic Procedure,Angiocardiography,Angiocardiography (procedure),20070305
C0002971,1,Diagnostic Procedure,Angiocardiography,ACG - Angiocardiography,20070305
C0002978,0,Diagnostic Procedure,Angiogram,for Angiography,20070305
C0002978,1,Diagnostic Procedure,Angiogram,Angiography (procedure),20070305
C0002982,0,Disease or Syndrome,Angioid Streaks,Angioid Streak,20070305
C0002986,0,Disease or Syndrome,Fabry Disease,Fabry's Disease and Other Lipidoses,20070305
C0002989,0,Neoplastic Process,Epithelioid hemangioma of skin,Angiolymphoid Hyperplasia With Eosinophilia,20070305
C0002991,0,Neoplastic Process,Cutaneous Fibrous Histiocytoma,Dermatofibroma,20070305
C0002994,0,Pathologic Function,Angioneurotic Edema,for evaluation of angioedema,20070305
C0002994,1,Pathologic Function,Angioneurotic Edema,Angioedema (disorder),20070305
C0002996,0,Therapeutic or Preventive Procedure,"Angioplasty, Balloon",Percutaneous Transluminal Angioplasty,20070305
C0002996,1,Therapeutic or Preventive Procedure,"Angioplasty, Balloon",PTA - Percutaneous Transluminal Angioplasty,20070305
C0002996,2,Therapeutic or Preventive Procedure,"Angioplasty, Balloon",for PTA,20070305
C0002996,3,Therapeutic or Preventive Procedure,"Angioplasty, Balloon",Balloon Angioplasty,20070305
C0002997,0,Therapeutic or Preventive Procedure,"Angioplasty, Transluminal, Percutaneous Coronary",status post percutaneous transluminal coronary angioplsty,20070305
C0002997,1,Therapeutic or Preventive Procedure,"Angioplasty, Transluminal, Percutaneous Coronary",Percutaneous transluminal coronary angioplasty (procedure),20070305
C0002997,2,Therapeutic or Preventive Procedure,"Angioplasty, Transluminal, Percutaneous Coronary",for evaluation of percutaneous transluminal coronary angioplasty & stent,20070305
C0002997,3,Therapeutic or Preventive Procedure,"Angioplasty, Transluminal, Percutaneous Coronary",PTCA - Percutaneous transluminal coronary angioplasty,20070305
C0002997,4,Therapeutic or Preventive Procedure,"Angioplasty, Transluminal, Percutaneous Coronary",PTCA,20070305
C0002997,5,therapeutic or Preventive Procedure,"Angioplasty, Transluminal, Percutaneous Coronary",for PTCA-Percutaneous Transluminal Coronary Angioplasty,20070305
C0002997,6,therapeutic or Preventive Procedure,"Angioplasty, Transluminal, Percutaneous Coronary",for PTCA,20070305
C0002997,7,Therapeutic or Preventive Procedure,"Angioplasty, Transluminal, Percutaneous Coronary",for percutaneous transluminal coronary angioplasty,20070305
C0002997,8,Therapeutic or Preventive Procedure,"Angioplasty, Transluminal, Percutaneous Coronary",Percutaneous transluminal coronary angioplasty,20070305
C0003015,0,Pharmacologic Substance,Angiotensin-Converting Enzyme Inhibitors,ACE-i,20070305
C0003015,1,Pharmacologic Substance,Angiotensin-Converting Enzyme Inhibitors,ACE inhibitor,20070305
C0003028,0,Disease or Syndrome,Anhidrosis,Absence of sweating (finding),20070305
C0003044,0,Injury or Poisoning,Animal bites NOS,Animal Bite,20070305
C0003076,0,Congenital Abnormality,Aniridia,무홍채증,20070305
C0003079,0,Finding,Anisocoria,Anisocoria (disorder),20070305
C0003081,0,Disease or Syndrome,Anisometropia,Anisometropia,20100318
C0003086,0,"Body part, organ or organ component",Ankle,left Ankle,20070305
C0003086,1,Body Location or Region,Ankle,Ankle region structure (body structure),20070305
C0003087,0,Body Space or Junction,Ankle joint structure,Ankle Jt.,20070305
C0003090,0,Disease or Syndrome,Ankylosis,Ankylosis,20091204
C0003113,0,Mental or Behavioral Dysfunction,Anomia,명칭언어상실증,20070305
C0003113,1,Mental or Behavioral Dysfunction,Anomia,Anomic aphasia (finding),20070305
C0003113,2,Mental or Behavioral Dysfunction,Anomia,Dysnomia,20070305
C0003113,3,Mental or Behavioral Dysfunction,Anomia,Anomic,20070305
C0003119,0,Congenital Abnormality,Anophthalmos,"Anophthalmos, Αcquired",20070305
C0003119,1,Congenital Abnormality,Anophthalmos,"Anophthalmos, Congenital",20070305
C0003123,0,Sign or Symptom,Anorexia,식욕감퇴,20070305
C0003123,1,Sign or Symptom,anorexia,Appetite Loss,20070305
C0003123,2,Sign or Symptom,anorexia,식사를 거의 안한다,20070305
C0003123,3,Sign or Symptom,anorexia,With anorexia,20070305
C0003123,4,Sign or Symptom,anorexia,Loss of appetite (finding),20070305
C0003123,5,Sign or Symptom,anorexia,식사 거의 못한다,20070305
C0003123,6,Sign or Symptom,anorexia,loss of appetite,20070305
C0003123,7,Sign or Symptom,anorexia,Chemotherapy induced anorexia,20070305
C0003123,8,Sign or Symptom,anorexia,A - anorexia,20070305
C0003123,9,Sign or Symptom,anorexia,입맛이 없다,20070305
C0003123,10,Sign or Symptom,anorexia,입맛없음,20070305
C0003123,11,Sign or Symptom,anorexia,식사를 잘 안함,20070305
C0003123,12,Sign or Symptom,anorexia,식욕이 없다,20070305
C0003123,13,Sign or Symptom,anorexia,anorexic,20070305
C0003125,0,Mental or Behavioral Dysfunction,anorexia nervosa,anorexia nervosa,20140722
C0003126,0,Sign or Symptom,Anosmia,Loss of sense of smell (finding),20070305
C0003128,0,Disease or Syndrome,Anovulation,무배란,20070305
C0003132,0,Pathologic Function,Anoxic encephalopathy,Anoxic Brain Damage,20070305
C0003138,0,Pharmacologic Substance,Antacids,Use of antacids,20070305
C0003138,1,Pharmacologic Substance,Antacids,Antacids use,20070305
C0003151,0,"Body Part, Organ, or Organ Component",Anterior chamber of eye structure,ant. Chamber - anterior chamber,20070305
C0003151,1,"Body Part, Organ, or Organ Component",Anterior chamber of eye structure,anterior chamber,20070305
C0003151,2,"Body part, organ or organ component",Anterior chamber of eye structure,Ant. Chamber,20070305
C0003164,0,Disease or Syndrome,Anthracosilicosis,Anthracofibrosis,20070305
C0003165,0,Disease or Syndrome,Coal workers' pneumoconiosis,광부진폐증,20070305
C0003165,1,Disease or Syndrome,Coal workers' pneumoconiosis,광부허파먼지증,20070305
C0003165,2,Disease or Syndrome,Coal workers' pneumoconiosis,anthracosis,20070305
C0003165,3,Disease or Syndrome,Coal workers' pneumoconiosis,Coal workers` pneumoconiosis (disorder),20070305
